,ENROLMENT RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2120,GAJAPATI                                          ,37794,40900,339,960,179,14842,3138,0,1726,3803,760,482,0,1047,1252,0,36637,37788,0,960,66,14842,2444,0,1588,3218,760,482,0,11,1252,0,19519,16720,14874,14135,12710,9384,7927,6424,18461,18788,16536,14399,13414,9399,8892,4030,17911,16589,17081,14681,12346,9144,8003,7465,18247,17303,15776,15837,13280,9502,8419,7437,17756,18571,16869,14670,14184,10139,8789,7722,5862,2326,2840,1055,55814,26974,15194,7160,0,0,116.85,0,0,62.89,0,0,178.99,0,0,85.38,19413,22059,443,549,72,52315,8583,9101,8137,7052,6874,4796,4119,3653,151,211,241,204,156,106,81,63,75,146,150,118,128,60,57,43,125682,36180,36599,40692,0,1102,66,14294,4140,1152,2988,0,81,0,1175,85,1083,934,1099,0,113,1158,0,2750,2844,2704,2197,2046,1462,1249,1260,238,477,105,236,14774,7067,7270,3358,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2119,GANJAM                                            ,162371,216819,1092,13214,289,32100,35609,0,7811,25779,5741,8444,0,17467,15343,0,145604,204476,0,12714,289,30960,23435,0,4517,15479,465,7639,0,3204,14204,0,79857,82142,81579,81398,80764,67993,65162,50513,75727,78822,82202,78730,77895,63460,68304,16727,74444,75600,79644,79687,77066,64125,66141,58005,68215,74306,74154,76233,77004,67949,63198,62093,62107,67194,72894,72237,73796,68793,66481,59557,82700,39747,40245,19310,20248,9608,7018,3353,0,0,104.76,0,0,87.84,0,0,87.45,0,0,62.96,83061,117490,3007,11336,111,263279,29024,32025,34911,34608,35899,33739,32951,30122,432,603,743,730,786,713,710,612,231,414,525,515,557,494,525,461,290684,139661,162598,228298,940,21499,63,40584,48540,402,1196,5893,0,0,4454,0,1387,832,0,45,0,622,122,1366,1309,1298,1294,1269,888,924,419,1712,688,806,289,198698,121309,95099,61351,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2111,JAGATSINGHPUR                                     ,40204,47513,698,5977,0,1783,12488,0,463,1062,400,3195,0,5379,5225,0,38686,44724,0,5977,0,1783,11328,0,463,1003,0,3195,0,1323,5097,0,18750,20537,20280,19747,19939,20334,22085,20202,17922,18480,20015,19859,19362,18150,20578,4103,20797,20936,20694,21708,21395,19151,19566,21201,17714,19341,19160,18821,20092,19312,18222,18862,17855,17206,18351,18209,18064,19076,19017,18098,23172,14529,11240,7121,2068,984,922,440,0,0,106.58,0,0,98.84,0,0,85.51,0,0,70.12,21987,30286,515,4820,0,70474,8463,8259,8895,8853,8654,9318,9066,8966,155,189,211,232,222,207,177,146,85,111,148,146,147,137,124,108,71954,39864,43044,62493,0,9444,0,6131,18242,50,329,1098,0,0,1346,0,496,291,0,0,0,0,0,503,366,322,324,256,188,229,207,5526,2873,2675,1504,39607,27502,19251,13508,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2113,JAJPUR                                            ,89603,108596,0,9445,293,3628,16264,0,5271,14509,0,7576,0,5960,10488,0,86373,105232,0,9376,293,3542,15370,0,4969,11568,0,7346,0,4075,10069,0,42697,39987,39111,38583,38072,36858,39394,31576,40568,40514,37386,36466,36501,34186,36447,5134,44186,40710,39151,36203,35605,33012,34329,34602,37119,40927,37667,35835,33723,31451,31741,32325,36458,36909,39263,36184,34770,30823,30804,30618,48977,25537,23541,12728,26985,12684,7392,3452,0,0,112.95,0,0,91.81,0,0,92,0,0,65.26,46746,59428,0,8528,133,132417,17209,17325,18841,17203,16805,14945,15030,15059,275,276,291,291,261,203,199,155,188,184,212,185,181,161,133,97,149540,65563,93238,123068,0,16839,187,8158,26486,389,2492,0,0,106,1507,0,2317,224,0,318,0,138,24,1697,910,735,621,605,371,423,569,10073,4601,4907,2333,67989,40728,32627,19907,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2102,JHARSUGUDA                                        ,21616,26115,311,3359,117,1960,4205,0,596,951,8017,1189,0,3566,1731,0,13788,19514,0,2290,117,1960,2411,0,0,98,0,880,0,268,1443,0,9842,9444,9176,10010,10171,10216,11086,9702,10434,9419,9454,9217,10038,9800,14322,3121,11576,10523,10084,9690,9550,9661,12684,10589,10738,10952,10160,9490,9443,8726,9302,11651,10682,10802,10952,10170,9531,9024,8792,8914,10101,5028,4930,2570,17551,8770,8745,4500,0,0,108.27,0,0,87.81,0,0,87.99,0,0,66.19,11337,15349,3395,2128,54,38330,5110,5082,5319,4954,4623,4419,4319,4504,263,311,300,301,263,219,210,82,223,253,237,242,211,187,197,81,42370,20149,20829,27053,1848,4293,0,3881,5683,13,1951,6480,0,117,2283,0,2067,1057,0,230,0,471,348,144,94,59,64,62,30,25,181,1291,445,596,224,13281,7436,6402,3607,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2126,KALAHANDI                                         ,104547,104715,466,9858,234,23878,10310,0,1073,6693,264,2417,0,5195,7801,0,101080,100392,466,9659,234,22373,9016,0,792,4879,264,2309,0,2018,7516,0,43084,42651,39214,35185,31393,27205,24963,19474,43010,37330,40492,35987,32939,26169,26869,6204,44921,39656,36895,37470,35423,28230,25567,24074,44415,41287,39120,35559,36656,30545,27172,22828,41194,41393,40622,37984,34579,31346,29503,24858,38268,18619,18767,9021,66758,32172,23411,11167,0,0,115.84,0,0,81.56,0,0,94.92,0,0,62.93,52665,54682,567,6305,79,136739,20223,20279,19649,18528,16733,15321,14270,11736,332,437,469,422,397,237,217,136,283,353,412,375,308,151,178,95,160415,66135,95918,103387,466,11703,0,23655,16792,441,902,264,0,234,3204,0,1450,0,0,267,0,0,0,974,360,341,284,282,128,141,146,377,95,162,48,84635,40157,41693,19428,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2121,KANDHAMAL                                         ,47415,70255,0,2309,621,10835,8089,0,599,2363,0,159,0,2866,3692,0,46293,67944,0,2170,621,10835,7048,0,515,1891,0,0,0,963,3355,0,25580,24780,22370,20385,17200,13637,11764,9531,24254,23406,22632,20514,18569,13734,13041,5410,26726,22759,21667,20594,18863,14721,13231,12445,24950,24103,21098,20063,19125,15874,13728,12140,22977,23296,22544,19771,18514,16113,14694,12939,21402,9514,10587,4687,65071,32034,23418,11733,0,0,120.13,0,0,79.25,0,0,195.46,0,0,113.12,23573,36096,0,1131,297,74106,11527,11290,11016,9618,9048,8182,7175,6250,303,340,408,392,356,189,199,144,218,259,296,248,229,160,143,112,174270,62438,47362,72279,0,2468,621,12910,11338,181,389,0,0,0,918,0,453,234,0,0,0,0,0,880,503,393,282,279,203,275,310,435,84,226,40,15301,7812,7373,3776,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2110,KENDRAPARA                                        ,66645,78412,0,9597,216,1748,12953,0,3476,9131,0,5188,0,3878,6981,0,63549,75720,0,9340,216,1748,11725,0,2801,7745,0,5188,0,1513,6958,0,27823,28660,29194,29430,29906,29724,30923,26127,28328,28154,28016,27795,28765,26983,29626,4137,28588,29614,28722,27730,27895,26569,27099,27092,23725,27806,27715,26970,26208,25165,25356,25773,25075,23972,27059,26924,26269,24523,24781,24642,31934,17683,15389,8760,2353,1181,854,435,0,0,104.81,0,0,91.96,0,0,88.38,0,0,68.22,35078,43558,0,7410,79,99044,12031,11499,13058,13114,12722,11951,12326,12343,213,311,382,415,447,361,350,207,129,207,270,320,314,235,250,174,109023,54856,67255,86975,0,14434,0,5103,19821,2408,2138,0,143,0,981,141,336,1485,0,0,216,748,0,763,663,634,585,551,259,197,453,7129,3060,3447,1604,67471,42162,32667,20786,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2106,KEONJHAR                                          ,110671,101945,592,14673,217,7110,12751,0,4333,10338,673,5171,0,10456,8840,0,103530,95865,592,13758,217,6930,11347,0,3037,7792,673,4752,0,4927,8418,0,53249,44680,39960,38001,34615,28782,28256,25424,51701,45416,41574,37338,35838,28503,28673,4691,55695,46536,42791,39189,35898,28744,27381,28135,52009,48183,41636,37907,34985,29533,26967,26498,45616,46490,44497,38534,34955,29521,26871,26537,23224,10777,11461,5371,120035,57930,37123,18154,0,0,106.98,0,0,73.17,0,0,90.01,0,0,54.1,55899,55824,882,9668,81,142668,22185,22417,21653,18651,16945,14654,13172,12991,550,659,646,538,464,349,261,122,502,578,559,439,374,252,258,110,176779,61313,112719,110803,254,19624,217,14454,21041,1026,1351,1385,126,0,2950,83,0,330,592,0,0,643,72,1820,1006,899,771,691,366,359,420,1554,692,757,332,52131,27674,25654,13633,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2117,KHORDHA                                           ,67540,85050,4455,10997,385,2740,20569,0,3705,19642,8618,3548,0,11400,6072,0,52410,62132,0,10399,0,1635,11821,0,2430,6105,969,2735,0,1444,4876,0,33618,35092,33327,32903,33680,33579,32629,31753,32900,33484,34683,32946,32677,31660,32777,10059,40879,40301,40432,40488,39181,35867,35302,36368,38400,41413,40588,40342,41331,37574,36757,35994,36645,37323,39093,37094,37871,37027,35400,33315,29000,14932,14198,7282,19285,9260,9275,4012,0,0,103.17,0,0,90.02,0,0,84.33,0,0,61.55,37330,65125,6946,7492,42,140724,17459,17708,18838,18081,18282,17696,16625,16035,318,333,356,334,414,273,255,212,171,174,218,217,233,206,197,169,153684,72304,73788,126179,3881,14875,335,19282,26567,506,9330,9414,0,66,3964,0,190,1417,2400,51,0,0,249,1550,1530,1411,1503,1346,1196,1148,1022,4098,1887,2051,976,59797,39036,29406,19318,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2129,KORAPUT                                           ,88190,90238,1327,2713,394,24174,9507,0,3522,3327,0,182,0,5244,1955,0,79085,83251,890,2240,166,23661,7341,0,2170,2450,0,59,0,192,1510,0,38532,40288,33949,32116,28167,18366,16174,12027,35022,36461,37582,31498,29503,16735,17088,6788,39664,36025,35609,36293,31259,17038,16310,12206,44511,39232,34112,31993,31279,17570,14740,11474,38590,41811,37236,31352,29706,22438,18173,12532,32682,11033,15882,5440,103826,50013,25287,11567,0,0,101.38,0,0,54.12,0,0,87.75,0,0,41.33,45420,43627,586,1411,171,110751,18441,20714,17806,14871,14088,10859,8367,5605,207,315,262,231,174,157,122,59,161,279,177,171,139,130,96,46,154674,40581,90371,92536,0,2843,166,26550,11387,1017,684,1327,0,228,3527,0,525,89,0,0,0,0,35,1832,1994,1897,1614,1437,1049,854,679,937,743,406,374,18881,7030,8958,3179,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2130,MALKANGIRI                                        ,51822,49561,0,675,317,9392,3760,0,1363,2064,0,303,0,663,1189,0,49570,46407,0,490,317,9392,3437,0,918,1442,0,147,0,643,1189,0,20593,22661,17739,15089,13789,8056,7131,3216,18829,19185,19926,15659,13306,8093,7484,2539,18322,18278,18258,17871,14749,8008,7385,5795,29454,19364,19237,18121,16043,7724,7519,4995,22662,22631,18552,16492,15053,10541,8811,6412,21840,9454,10528,4674,64027,29838,12652,5790,0,0,111.27,0,0,56.29,0,0,93.77,0,0,42.42,25847,24090,0,505,106,57230,10681,10532,8794,7765,7180,5095,4318,2865,300,290,275,238,290,130,98,92,204,195,211,172,171,69,62,33,80387,19418,47155,45745,0,978,0,8084,4011,538,0,0,0,0,0,0,194,121,0,0,0,0,0,511,436,299,299,287,98,76,68,70,17,37,13,3325,1033,1605,459,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2107,MAYURBHANJ                                        ,165007,173910,265,15339,332,19751,14747,0,3011,8171,350,3451,0,4450,11465,0,159536,166323,0,15007,332,15474,14458,0,2843,7763,319,3369,0,4350,11404,0,78722,62902,55268,53406,49413,43250,41986,28699,73643,61390,56954,51208,49673,41850,41938,7946,81517,59927,56294,52309,47801,42012,39803,37761,75170,69954,56113,52662,49187,42096,40431,37809,72482,65116,64197,51348,48872,43664,39709,38206,22407,10987,10857,5546,210858,101674,70999,35839,0,0,153.78,0,0,107.27,0,0,132.89,0,0,81.31,82021,90011,212,8359,140,206889,34713,31236,31020,25124,23895,22067,19892,18942,669,923,990,925,722,431,305,275,582,889,914,781,479,326,319,276,260974,92161,87469,105669,31,9047,124,15570,14002,3419,973,0,0,0,717,74,1769,1090,265,727,0,129,321,7138,2726,2563,1695,1771,1313,1158,689,3257,1790,1546,918,53794,31591,26331,15729,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2128,NABARANGPUR                                       ,79940,97976,150,3559,361,28184,6468,0,887,1677,0,189,0,1476,1928,0,77893,94984,150,3396,361,27250,5950,0,858,1075,0,189,0,601,1868,0,36533,36022,31902,29311,24694,17779,15856,9961,31877,34527,33421,29035,26568,17605,15978,7683,41393,32583,33154,31308,27550,19457,16439,13557,37262,38526,31060,30949,29156,20851,18369,15260,34423,37237,37133,29260,28993,22792,19254,16842,24637,11755,11985,5844,105181,52173,32132,15639,0,0,104.42,0,0,64.52,0,0,89.4,0,0,50.13,39824,49493,95,1695,164,110461,16864,18370,18219,14524,14116,11223,9320,7825,148,191,225,156,162,103,94,56,107,121,125,103,102,52,45,22,143020,45758,78905,98975,150,3748,171,28785,8396,0,286,0,0,0,1173,0,0,0,0,0,190,313,0,1147,758,761,572,640,483,421,385,690,244,311,123,29088,10862,14155,4930,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2116,NAYAGARH                                          ,40238,55905,0,6605,113,5745,7595,0,1617,5146,0,2398,0,3517,3080,0,39057,54765,0,6605,0,5745,6629,0,1122,3940,0,2398,0,2402,3080,0,21999,19723,18723,18833,18789,19036,18665,15838,20432,19656,18877,18127,18368,17619,18608,4136,19805,19243,19006,18095,17797,16766,17170,18457,15932,18243,18059,17902,17206,16379,16323,17448,15893,15711,17693,17711,17640,16449,16149,16544,14021,7333,6823,3559,6985,3416,3246,1690,0,0,101.86,0,0,92.79,0,0,84.39,0,0,68.08,20081,28806,0,4165,40,62633,7142,7176,8189,8182,8373,7798,7629,8144,193,236,303,328,359,222,208,161,143,150,177,166,195,146,132,79,70129,36055,38602,56616,0,8141,0,7309,9661,78,1122,0,0,0,79,0,0,145,0,0,0,0,0,456,263,217,194,206,103,85,94,369,228,163,96,54810,33574,24895,16011,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2125,NUAPADA                                           ,35633,64327,0,3180,333,5696,4050,0,247,1232,0,2129,0,2294,3567,0,34327,62797,0,3008,213,5696,3435,0,247,1138,0,2129,0,354,3567,0,20858,18658,17715,16040,14722,12611,10902,8061,20363,18368,17507,16384,14996,12661,11726,3199,19812,16749,16694,16238,16028,12783,11775,10221,20265,18350,16145,16184,15486,14175,12119,11138,17949,18815,18560,15815,15749,13814,13560,11736,12221,5915,5921,2769,35157,17155,14015,6817,0,0,132.04,0,0,95.75,0,0,109.55,0,0,74.5,18054,32988,0,2573,149,61280,8720,9247,9143,7620,7763,6574,6620,5593,207,215,242,215,202,130,100,67,134,150,167,122,105,70,61,32,72093,30428,35588,65844,0,5314,120,7198,7426,0,991,0,0,213,1224,0,346,325,0,0,0,0,49,1149,361,260,161,216,120,130,114,448,183,202,76,36340,17583,17944,8445,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2118,PURI                                              ,68666,85619,1004,9196,0,1663,17214,0,1504,10704,0,7254,0,4849,7741,0,62403,77508,0,8791,0,1663,13073,0,809,5118,0,7111,0,1097,7135,0,33923,32469,30444,30644,31081,31482,32481,29105,31195,31711,31334,28978,30307,29303,31747,6129,31652,29951,31089,30509,29189,28614,28623,29085,26669,30080,28763,29446,29482,27588,28281,28222,26161,26212,29320,27910,28873,28183,26926,27846,33230,18536,16046,9119,1554,736,894,389,0,0,103.65,0,0,91.23,0,0,88.8,0,0,68.19,35298,47714,461,8002,0,106976,12623,12647,14056,13441,13907,13647,13086,13569,367,382,457,435,459,398,371,186,251,294,341,338,312,320,298,178,118645,62004,70590,96369,0,16561,0,5892,24429,532,2102,1004,0,0,1668,110,232,57,0,0,0,0,0,1272,819,671,593,542,479,468,203,4893,2630,2315,1342,77992,49184,37876,23881,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2127,RAYAGADA                                          ,68551,59036,0,2079,299,21346,8652,0,1355,4730,566,302,52,4164,1654,0,64978,55519,0,2079,299,20674,6245,0,1070,1857,566,218,52,1046,1654,0,27732,26383,23940,21107,17911,12127,12317,9209,25971,26074,24463,22706,18732,11973,10931,6486,28866,25163,24186,22476,20809,13005,11240,9829,30603,29031,23909,22630,20836,14911,12359,10894,29717,32316,27005,22421,20795,15968,13835,11165,20698,8601,10152,4295,88439,41229,21815,10302,0,0,106.43,0,0,56.96,0,0,89.74,0,0,43.35,34773,29092,219,1208,152,82173,14122,15477,12676,10573,9750,7829,6658,5088,246,347,325,273,326,177,147,119,173,287,246,227,214,136,123,58,111518,31180,65811,58836,0,2278,236,22326,10306,454,3247,566,0,115,2136,0,3683,1806,0,0,0,708,0,1564,1453,1125,905,870,648,564,552,837,237,404,112,15567,6838,7646,3206,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2103,SAMBALPUR                                         ,42241,51121,1391,6135,230,4308,7777,0,2596,8811,3148,1710,0,4894,3709,0,33541,45792,0,4751,230,3821,4470,0,1968,5085,0,1624,0,1185,3441,0,20040,18958,18038,18306,18478,17709,20419,15121,19990,17555,17550,17277,17450,16227,20680,4526,20880,19083,17435,17395,17201,16262,19664,15955,20407,18954,18088,16531,16748,15614,15600,19575,19692,19813,19159,18424,17006,16899,16319,16699,18100,9046,8736,4477,39965,19205,19715,9702,0,0,106.64,0,0,87.79,0,0,89.8,0,0,66.98,22483,29868,2230,4114,106,69870,9348,9605,9067,8912,8182,8290,8027,8439,197,246,255,241,281,176,197,128,138,191,224,175,281,156,232,129,79228,38082,43772,55398,838,7630,0,9797,11329,198,7093,3844,34,230,883,19,1131,108,0,248,0,0,159,1171,855,740,640,499,523,432,199,1388,604,705,344,22640,13513,11010,6693,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2123,SONEPUR                                           ,26798,40729,0,4243,0,1960,3212,0,300,63,0,464,0,2327,3055,0,25009,38688,0,4243,0,1809,2512,0,106,63,0,416,0,376,2879,0,11950,11609,11883,11519,11787,12345,14280,9839,11759,11665,11632,11821,11251,10984,13113,3332,11558,11420,11715,11471,11558,10827,12095,11393,11142,11430,11220,11271,11186,11181,10945,12021,10984,11052,11284,11001,11174,10453,10566,10270,15710,8386,7555,4117,6616,3304,3153,1664,0,0,103.35,0,0,91.35,0,0,84.23,0,0,63.66,13327,21671,0,2383,0,42408,5314,5391,5404,5325,5496,5148,5277,5053,86,116,129,121,101,131,103,36,68,75,83,84,89,104,100,34,45230,21803,25753,42191,0,4483,0,4227,5983,30,521,0,0,0,453,0,231,214,0,99,0,0,34,395,420,355,399,427,298,241,160,93,178,32,106,29512,17737,14366,8767,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2105,SUNDERGARH                                        ,87787,102366,1714,11353,581,14452,14702,0,20453,9114,14243,4689,404,17730,7681,0,75707,87624,0,8395,581,14452,10668,0,16232,5380,965,3719,0,6048,4887,0,47729,39049,35379,34687,33666,32385,32343,26162,47035,40027,36151,33542,33419,30600,32528,15288,44102,39831,37857,34690,32982,29513,30003,26864,45225,43558,41636,39699,37174,32300,31159,32252,45772,42755,43411,41426,39465,34871,32903,34015,22967,10797,11445,5227,128348,63119,56422,28441,0,0,105.8,0,0,80.06,0,0,87.96,0,0,59.85,55646,55543,7118,7965,451,154492,22452,20941,21043,20338,19414,17279,16189,16836,420,533,425,420,386,290,249,179,297,378,328,361,382,313,278,196,176946,76089,104311,108636,0,14838,353,21545,20854,1328,1707,12358,0,0,9339,54,2359,497,0,1124,228,239,293,1696,984,910,729,637,294,298,426,4000,1829,1926,936,25131,13858,12340,6887,,,,,,,,,,,,,,,,
34,PUDUCHERRY                                        ,3404,KARAIKAL                                          ,3332,2838,0,0,1413,3188,684,0,1362,2424,5395,0,0,7732,0,0,2380,2368,0,0,1124,1565,533,0,458,1420,2182,0,0,5440,0,0,3530,3627,3555,3659,3488,3924,4007,3699,3453,3547,3561,3503,3781,3855,3842,3931,3545,3428,3565,3579,3516,3911,3673,3767,3403,3462,3417,3561,3550,3578,3866,3647,3481,3384,3463,3423,3554,3643,3581,3839,3611,2374,1759,1202,0,0,0,0,0,0,107.28,0,0,103.9,0,0,91.39,0,0,84.22,2787,2397,2311,0,559,13898,1713,1637,1690,1711,1755,1750,1739,1903,12,5,19,27,22,22,30,18,6,6,16,19,21,9,24,19,14742,8968,2901,2700,5102,0,389,7751,60,1793,2562,293,0,1024,3296,624,0,0,0,0,0,23,0,1,0,0,0,0,0,0,4,411,331,195,162,13183,8345,6523,4036,,,,,,,,,,,,,,,,
34,PUDUCHERRY                                        ,3403,MAHE                                              ,1091,199,0,0,1075,750,324,0,430,2233,737,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,987,994,930,922,737,653,430,894,1035,1028,1026,960,902,983,755,963,897,1027,1005,969,900,882,839,994,977,913,1049,933,988,922,800,942,923,947,891,958,897,940,808,84,34,41,16,0,0,1,0,0,0,146.57,0,0,122.4,0,0,136.51,0,0,105.46,740,1180,365,0,492,3536,467,446,473,430,476,417,438,389,11,11,16,15,10,14,12,6,6,11,7,12,16,7,17,3,4341,2279,1311,1971,737,0,272,1072,237,210,461,0,0,803,104,87,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,93,224,48,107,4186,2428,2045,1139,,,,,,,,,,,,,,,,
34,PUDUCHERRY                                        ,3402,PONDICHERRY                                       ,13125,7474,2386,0,8094,4875,4395,0,1325,6553,59015,0,0,27523,0,0,7894,4177,698,0,4937,4035,1547,0,310,3803,20858,0,0,16764,0,0,17038,16606,16493,17660,16766,18360,18033,16747,16508,16868,16725,16525,18113,18144,18094,17431,16719,16235,16837,16770,16641,18736,18158,18062,15771,16649,16445,16946,16878,17248,18764,18152,16317,15585,16576,16387,16864,17120,17144,18772,16031,10786,7923,5346,193,83,104,50,0,0,112.35,0,0,110.13,0,0,93.89,0,0,86.39,7425,7360,28814,0,4684,65625,7963,7685,8007,7965,8092,8279,8466,9168,35,31,55,46,55,75,57,71,32,41,46,58,60,65,80,104,68302,41606,10410,8442,60718,0,3491,27073,1793,4040,5585,683,0,4603,5093,2602,0,0,0,0,0,232,0,412,376,374,326,278,319,236,290,1022,558,515,261,55677,36452,27160,17929,,,,,,,,,,,,,,,,
34,PUDUCHERRY                                        ,3401,YANAM                                             ,2132,0,0,0,182,776,1422,0,0,0,249,0,0,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,980,1166,1160,1102,1228,1085,908,978,1007,975,1120,1188,1140,1124,998,955,898,946,901,1070,1148,1064,1021,999,1003,947,959,947,1070,1100,1054,903,951,1042,937,974,955,1019,1087,801,520,369,290,0,0,1,1,0,0,96.14,0,0,93.78,0,0,79.52,0,0,73.22,1117,0,97,0,86,3907,452,441,514,462,462,478,532,566,5,10,14,8,5,14,16,10,0,8,3,8,11,7,5,8,3976,2390,1350,0,249,0,182,3434,404,782,0,0,0,0,449,1018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2732,1704,1343,868,,,,,,,,,,,,,,,,
