,ENROLMENT RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1701,WEST GARO HILLS                                   ,73571,0,0,21884,375,0,0,0,35769,4687,0,18173,2860,2315,3788,0,67732,0,0,20319,375,0,0,0,29936,4687,0,15467,2316,1571,1706,0,32700,21105,17837,14596,14472,12099,10326,5009,30915,22757,19071,15539,16752,14222,12288,3373,34954,24168,21588,17346,18488,15541,13734,7125,36281,24609,21655,18784,14275,19997,16063,13976,33673,24046,22128,19357,15996,17147,16845,14264,1942,821,932,401,90590,45554,38432,19964,0,0,141.19,0,0,95.86,0,0,108.2,0,0,60.39,55200,2401,0,20805,1684,83218,16914,12018,11114,9910,8182,8970,8788,7322,281,140,89,72,43,58,49,23,207,96,72,46,29,49,40,28,88283,30402,19616,4452,0,39873,3235,2315,3788,59531,0,0,105,0,0,0,24418,186,0,79,0,0,0,1716,913,772,614,435,387,379,361,10610,2847,5416,1367,1119,527,534,263,,,,,,,,,,,,,,,,
17,MEGHALAYA                                         ,1704,WEST KHASI HILLS                                  ,35130,0,0,15031,687,0,287,0,45058,1004,114,11644,934,0,1359,0,32907,0,0,13781,112,0,287,0,38706,542,114,9113,0,0,1210,0,25375,18675,15630,12594,10134,8002,6631,2833,24113,17538,14987,11986,10787,8587,7358,4067,26170,18631,16038,12648,12040,9355,7860,3199,26954,18594,15962,13024,12050,9627,8376,5687,26077,18406,16096,13190,11296,10540,8759,7226,120,20,53,10,84606,41672,26348,14060,0,0,145.27,0,0,79.74,0,0,95.88,0,0,39.43,39383,501,73,14163,872,55876,12623,8869,7944,6639,5825,5529,4714,3903,107,141,111,90,81,98,50,37,100,92,95,73,65,112,47,22,56142,13118,60513,460,52,1181,420,0,49,12208,544,62,25156,1189,0,1597,7186,0,0,256,12,0,0,477,312,290,209,274,251,177,154,6,0,1,0,101,41,51,18,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1503,AIZAWL                                            ,14624,14728,0,15289,0,0,0,0,1924,32001,0,1849,0,0,0,0,6461,5056,0,5592,0,0,0,0,520,2838,0,177,0,0,0,0,13020,11006,10646,10534,10660,10509,10695,0,13033,10879,10937,10159,10988,10749,10634,0,12502,10798,10720,10717,9924,10313,10583,2541,11158,10626,9834,9594,9821,10024,10605,9121,11245,10705,9912,9661,9712,9854,10483,9061,305,84,128,43,50260,24734,28926,14262,0,0,140.78,0,0,126.9,0,0,107.83,0,0,87.76,8233,22886,0,8546,0,39665,5555,5279,4883,4734,4743,4893,5116,4462,95,85,99,91,76,70,63,65,64,55,67,62,60,72,73,54,39245,20332,4292,36166,0,3520,0,0,0,8215,0,0,9086,0,0,0,169,0,0,151,0,0,0,65,27,20,26,5,7,0,4,46,22,16,9,309,184,157,81,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1504,CHAMPHAI                                          ,11978,5222,0,10349,0,0,0,0,260,4236,0,80,0,0,0,0,8777,3221,0,7204,0,0,0,0,260,1324,0,80,0,0,0,0,5050,4124,3988,3755,3906,3642,3626,0,4958,4103,4004,3749,3769,3644,3706,0,5175,4078,3977,3768,3733,3507,3540,380,4375,5176,4074,3985,3771,3735,3516,3535,4026,4327,4963,4018,3926,3720,3766,3480,0,0,0,0,21260,10214,10966,5355,0,0,147.93,0,0,126.82,0,0,122.09,0,0,75.99,5769,4667,0,5133,0,15569,1903,2115,2404,1932,1860,1805,1836,1714,83,60,92,75,64,63,53,30,60,54,57,67,78,71,68,63,17547,6571,10300,162,0,8850,0,0,0,1348,8620,0,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1502,KOLASIB                                           ,8539,0,0,7311,0,0,0,0,3492,2896,0,1118,0,0,0,0,5970,0,0,3842,0,0,0,0,910,1344,0,321,0,0,0,0,4991,3692,3387,2974,2858,2890,2460,0,4515,3987,3666,3162,3090,3033,2619,0,3776,2880,2742,2385,2540,2457,2322,1376,3838,3683,2889,2683,2589,2521,2455,2119,4297,3314,3222,2873,2471,2577,2286,2316,55,26,33,9,15919,7724,7071,3464,0,0,170.07,0,0,128.15,0,0,145.75,0,0,86.33,5772,1447,0,4145,0,11364,2076,1645,1537,1373,1215,1287,1097,1134,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,13864,4836,7697,0,0,5755,0,0,0,4016,2896,0,2597,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,31,107,8,148,13,68,4,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1507,LAWNGTLAI                                         ,17249,2075,0,7329,0,0,0,0,207,3864,0,370,0,0,0,0,16307,1909,0,6800,0,0,0,0,164,2268,0,257,0,0,0,0,4499,4054,3531,2519,3324,3978,4328,0,4026,3928,3547,2962,3828,4086,4482,0,6346,4984,4290,3146,2725,2337,2144,448,6050,5066,4778,4100,2950,2600,2200,1742,5777,5181,4923,4827,3158,2715,2427,2086,0,0,0,0,23866,10834,7228,3282,0,0,151.81,0,0,79.58,0,0,131.69,0,0,56.17,7875,2755,0,3486,0,14116,2448,2403,2257,2280,1446,1252,1112,918,162,103,105,95,103,53,65,23,57,65,81,77,45,52,52,22,20703,5102,10371,5580,0,7394,0,0,0,9023,214,0,52,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1506,LUNGLEI                                           ,19065,56,0,9832,0,0,0,0,4828,845,0,3280,0,0,0,0,16742,56,0,7810,0,0,0,0,2415,593,0,1101,0,0,0,0,5307,4493,4405,3805,4221,4160,4087,0,7355,5515,5017,4566,5003,4689,4467,0,8658,4976,4291,3774,3466,3233,3035,519,8694,5990,4871,4198,3711,3408,3165,2947,8787,5889,5233,4511,4011,3592,3259,2707,0,0,0,0,28410,13338,9538,4516,0,0,158.96,0,0,87.21,0,0,126.03,0,0,55.88,11187,424,0,6232,0,17843,4117,2590,2575,2148,1919,1703,1528,1291,115,120,103,95,70,96,54,58,76,68,57,69,52,64,74,54,22542,6124,13162,56,0,7051,0,0,0,6712,764,0,4717,0,0,0,4330,0,0,876,0,0,0,8,4,2,2,0,0,0,0,0,0,0,0,20,20,11,6,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1501,MAMIT                                             ,13014,1569,0,6478,0,0,0,0,123,226,0,41,0,0,0,0,11411,1322,0,5571,0,0,0,0,123,226,0,41,0,0,0,0,4944,4236,3978,3681,3241,3068,3081,0,5122,4317,4073,3630,3113,3373,3067,0,4887,3992,3656,3392,3075,2955,2727,491,5790,5196,4996,4335,2409,2209,2088,1639,4414,3517,3263,2956,2162,1967,1756,1416,99,0,48,0,16209,7707,5138,2402,0,0,155.5,0,0,86.57,0,0,116.96,0,0,57.77,6209,841,0,3109,0,10159,2111,1706,1553,1345,1041,914,842,647,48,40,80,85,43,77,82,52,28,34,42,92,40,92,79,52,12269,3429,9583,667,0,5051,0,0,0,3624,1134,0,1595,0,0,0,2047,837,0,1097,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1508,SAIHA                                             ,4639,2664,0,3546,0,0,0,0,61,3796,0,33,0,0,0,0,3861,2045,0,2470,0,0,0,0,61,379,0,0,0,0,0,0,3233,2427,1778,1602,1819,1677,1454,0,2396,2160,2104,1833,1831,1780,1658,0,2393,2081,2097,1774,1733,1660,1648,0,2259,2145,2076,1853,1760,1537,1471,1438,2236,2174,2103,1880,1763,1577,1506,1500,0,0,0,0,10156,5081,4583,2325,0,0,156.95,0,0,113.47,0,0,126.89,0,0,69.94,2346,3231,0,1829,0,7406,1098,1082,1032,972,897,781,785,759,22,27,20,10,30,18,13,10,11,25,35,13,19,14,9,10,8211,2825,4700,6460,0,3477,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,59,68,56,48,35,35,27,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,MIZORAM                                           ,1505,SERCHHIP                                          ,5028,1307,0,5428,0,0,0,0,489,973,0,0,0,0,0,0,3279,731,0,3068,0,0,0,0,231,393,0,0,0,0,0,0,2595,1949,1878,1828,1568,1522,1562,0,2617,1959,1910,1869,1687,1594,1661,0,2045,1693,1661,1616,1559,1546,1540,0,1925,1831,1726,1648,1540,1510,1526,1549,1927,1811,1699,1635,1560,1494,1509,1590,1,0,1,0,8605,4257,4588,2255,0,0,129.32,0,0,108.4,0,0,105.18,0,0,78.95,2678,1148,0,2698,0,6524,991,868,819,784,804,723,750,785,40,26,29,36,50,36,45,31,20,29,34,44,46,50,39,41,7021,3345,4223,0,0,3775,0,0,0,1279,2302,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,15,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1306,DIMAPUR                                           ,12844,13826,891,1895,812,904,1939,0,2656,9888,25310,0,0,29612,527,0,11021,8969,231,1300,251,607,1644,0,1314,5396,3820,0,0,12608,242,0,14902,14014,13502,11963,9678,8824,8778,7861,15184,13989,13113,11956,10574,9685,9195,8990,14446,13915,13402,12217,11800,10827,10104,9857,14166,13516,13185,12412,11741,10974,10302,10254,15457,14726,13688,12691,12117,11366,10591,10468,5032,1518,2345,758,49874,24219,23339,11493,0,0,172.13,0,0,127.63,0,0,151.79,0,0,114.63,7460,11599,12692,970,395,48689,7358,7033,6635,5967,5818,5627,5175,5076,79,44,49,34,41,69,53,15,57,39,31,40,38,48,36,43,60562,29124,14316,21991,25860,1615,812,27602,2466,189,92,0,56,0,0,0,32,0,0,0,0,0,0,187,133,204,120,124,185,224,348,2627,635,1160,275,3,1,2,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1310,KIPHIRE                                           ,8600,0,0,2439,33,0,1348,0,383,1606,1403,0,0,4076,0,0,8600,0,0,2439,33,0,1348,0,383,1606,1403,0,0,4076,0,0,3128,3016,2746,2545,1488,1478,1486,1167,3379,3163,2952,2615,1611,1480,1463,1369,3344,3607,3227,2959,1472,1392,1193,1168,3107,3268,3362,3017,1550,1482,1378,1213,3318,3150,2813,2584,2302,1987,1840,1924,0,0,0,0,14167,6940,5751,2804,0,0,126.86,0,0,90.33,0,0,98.93,0,0,43.05,4556,727,674,1236,11,9728,1631,1543,1375,1248,1143,927,920,957,99,63,71,61,34,33,19,18,89,90,70,42,29,35,23,24,11047,2741,8983,1606,1403,2439,33,4076,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,50,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1307,KOHIMA                                            ,6600,0,67,2229,637,665,863,0,1191,2436,12567,0,443,11502,0,0,4224,0,67,1358,201,412,827,0,1053,1394,2244,0,443,4702,0,0,5529,5339,5463,5186,5265,4932,4678,4574,5299,5185,5199,5228,4710,4551,4395,4548,5361,5154,5112,5092,5005,4706,4515,4674,5108,5159,5010,4873,4912,4962,4588,4885,5090,5007,5071,4808,4722,4967,4717,4818,236,168,114,107,22792,11176,13464,6754,0,0,86.9,0,0,76.06,0,0,76.99,0,0,51.74,3977,1079,6399,1278,571,19236,2490,2414,2477,2338,2287,2460,2436,2334,59,54,54,58,46,21,29,27,35,31,45,46,30,38,31,25,21881,9864,7787,2436,12634,2229,1080,11985,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,92,80,75,88,88,265,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1309,LONGLENG                                          ,7722,880,0,1542,0,0,1639,0,1300,1621,0,0,0,3372,0,0,7722,880,0,1542,0,0,1639,0,1300,1621,0,0,0,3372,0,0,2976,2861,2415,2085,1846,1763,1626,1574,3199,2915,2559,2406,1835,2156,2031,1768,3632,3196,2754,2178,1825,2168,2061,1848,3292,2945,2764,2419,2154,2003,2049,2158,3041,3031,2975,2775,1995,1594,1395,1270,0,0,0,0,13817,6846,4259,2156,0,0,209.13,0,0,109.26,0,0,190.68,0,0,69.91,4495,1244,0,775,0,9002,1547,1515,1434,1367,983,765,746,645,93,74,59,33,34,16,21,19,87,64,46,43,20,19,26,22,12598,2725,7931,2501,0,1542,0,3372,1531,1059,0,0,0,0,0,108,130,0,0,0,0,0,0,367,323,276,243,170,200,128,135,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1303,MOKOKCHUNG                                        ,13099,215,113,3331,419,0,4214,0,979,3229,8800,0,0,7712,252,0,9623,215,0,2022,180,0,2994,0,950,2939,677,0,0,1654,0,0,5690,5045,4943,4801,5099,5207,5466,5135,5443,5735,5249,4872,4716,5134,5491,5730,5603,5472,5458,5156,5076,5797,5750,5546,5813,5513,5303,5050,5076,5828,5731,5410,5426,5434,5262,5044,4911,5671,5500,5115,0,0,0,0,26077,12750,16286,8131,0,0,147.14,0,0,131,0,0,126.52,0,0,74.3,6809,1763,4394,1657,213,20881,2673,2658,2549,2465,2405,2829,2765,2537,31,30,65,69,66,20,21,21,11,30,34,45,62,19,35,39,22421,9237,13412,3444,8913,3331,419,7712,4154,535,0,0,0,0,0,0,0,0,0,0,0,0,312,61,43,56,43,36,31,36,60,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1301,MON                                               ,16699,0,0,1881,829,326,2443,0,4390,5616,1172,0,0,11301,0,0,15301,0,0,1881,612,0,2303,0,3642,4687,0,0,0,5011,0,0,9326,8065,6900,5723,5002,5361,4658,4363,8509,7060,5959,5069,4423,4250,3831,3661,8473,7497,6662,5516,4311,3811,3166,2810,8556,7714,6872,5637,4443,3958,3478,2908,8789,7685,6869,5803,4844,4030,3562,3075,0,0,0,0,33506,16932,10469,5260,0,0,106.94,0,0,51.71,0,0,88.53,0,0,25.96,11004,2706,549,1055,447,22508,4410,3884,3506,2920,2439,2052,1792,1505,66,122,100,109,56,52,39,15,72,120,113,90,39,39,35,17,28138,5356,21089,5616,1172,1881,829,11627,2443,0,0,0,0,0,285,0,267,0,0,0,0,0,0,322,227,196,121,127,137,130,223,44,12,24,7,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1311,PEREN                                             ,4962,256,0,849,719,0,1197,0,875,3660,2100,0,0,6170,0,0,4962,256,0,849,719,0,1197,0,875,3660,2100,0,0,6170,0,0,2910,2618,2471,2062,1993,2848,2443,2302,3120,2934,2510,2213,2037,2182,2436,2296,3296,2813,2674,2142,2175,2136,2077,2530,3071,3198,2660,2417,2339,2312,2153,2271,2773,2998,3114,2492,2446,2668,2281,2016,0,1,0,1,13612,6759,6879,3303,0,0,113.92,0,0,88.86,0,0,99.73,0,0,48.99,2983,1871,1001,467,219,10197,1397,1453,1545,1253,1202,1262,1108,977,65,64,57,46,35,5,5,1,63,58,52,43,37,7,2,7,12101,3840,5711,3916,2100,844,635,6170,1011,118,0,0,0,0,0,103,8,0,0,5,0,0,83,68,86,79,61,80,63,42,66,23,4,5,1,211,82,91,41,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1308,PHEK                                              ,11560,0,0,2653,313,0,2147,0,1731,2282,1748,0,106,6992,0,0,11175,0,0,2479,205,0,2147,0,1731,2200,1748,0,106,4574,0,0,3679,5642,5474,5214,4032,4174,3706,3485,4379,4218,5407,5227,4947,4972,4161,2741,4825,4589,4272,3605,3197,3265,2955,2450,4724,4506,4193,3588,3266,3221,3024,2607,4335,4471,4255,3770,3650,3355,3005,2691,0,0,0,0,20481,9857,9051,4471,0,0,95.41,0,0,68.61,0,0,81.24,0,0,42.01,6528,1057,805,1360,235,14328,2082,2150,2037,1813,1775,1648,1479,1344,147,162,152,125,144,50,41,47,111,134,118,97,107,49,34,44,17439,5541,13291,2282,1748,2653,419,6731,2147,0,0,0,0,0,261,0,0,0,0,0,0,0,0,35,44,35,54,18,25,1,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1302,TUENSANG                                          ,18740,2687,0,1742,638,357,3001,0,1120,2868,2367,65,0,6871,0,0,17793,1374,0,1638,250,250,2463,0,997,2868,0,0,0,1327,0,0,7317,6920,6209,5673,4675,3339,2851,2710,6205,5411,4888,3962,3387,3080,2421,2060,8248,6792,6383,6041,4107,3556,3801,3126,6333,7788,6507,5954,4765,3386,3431,3344,6142,6080,6812,6141,5273,3427,3334,3247,0,0,0,0,30325,15078,9958,5041,0,0,109.82,0,0,59.11,0,0,98.91,0,0,44.59,10177,2717,1075,929,341,20209,3043,3003,3421,3029,2645,1711,1672,1685,10,215,125,49,27,26,25,23,56,175,84,30,16,22,21,15,27424,7550,19860,5555,2367,1807,638,7228,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,166,142,137,113,113,146,173,22,12,17,7,101,37,57,19,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1305,WOKHA                                             ,10384,875,282,1304,270,0,1938,0,1222,3770,1886,0,0,6590,0,0,9868,405,282,1304,188,0,1938,0,1147,2899,1886,0,0,1772,0,0,4288,4121,3588,3382,2963,2836,2615,2271,4363,4259,3682,3344,2948,2700,2648,2522,3941,4393,4173,3555,3238,2680,2527,2470,4765,4792,4148,3913,3132,2707,2660,2410,4281,4310,4179,3905,3736,2664,2749,2697,0,0,0,0,20265,10537,8062,4111,0,0,120.83,0,0,70.03,0,0,102.23,0,0,46.08,6141,2420,1065,725,154,14735,2234,2225,2147,2030,1966,1354,1422,1357,68,108,79,61,27,22,13,8,62,83,64,63,33,24,21,19,17268,5336,11313,4432,2168,1210,270,6558,1909,239,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,38,35,44,79,82,79,30,7,10,3,146,48,65,22,,,,,,,,,,,,,,,,
13,NAGALAND                                          ,1304,ZUNHEBOTO                                         ,15554,173,0,1939,715,0,1753,0,217,3892,1536,0,0,7397,0,0,13898,0,0,1876,0,0,1440,0,124,2250,270,0,0,4234,0,0,5391,5443,5107,4989,3533,3221,2876,2648,5190,5485,5460,5007,3501,3524,3197,2553,5237,4921,5125,4752,4310,3004,3010,2677,5407,5067,4934,4747,4389,2929,2905,2944,5186,5167,4906,4702,4604,2970,2958,2683,0,0,0,0,24565,12026,8611,4294,0,0,148.06,0,0,77.59,0,0,131.31,0,0,60.84,7824,1931,736,993,355,16320,2547,2503,2425,2311,2240,1454,1473,1367,64,127,127,101,86,47,43,34,69,113,120,94,57,44,40,26,21786,6752,15504,4065,1536,1939,715,7112,1753,0,0,0,0,0,285,0,267,0,0,0,0,0,0,611,617,548,557,480,246,194,195,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2115,ANGUL                                             ,55028,76693,995,6344,226,4915,10775,0,1288,7840,4664,1971,0,3663,6625,0,52710,72815,260,6344,226,4915,9376,0,1006,5905,4664,1971,0,1696,6469,0,27681,26414,25975,26040,27635,26531,26506,18657,27492,24347,24289,24226,24679,24486,26174,5606,28384,26169,24596,24521,24530,23011,25058,23758,25804,25290,24310,22834,23301,21954,22027,23855,26226,24260,24895,24078,22628,21332,20858,21480,27714,13555,13452,6548,26440,12929,10108,4823,0,0,106.3,0,0,85.77,0,0,84.91,0,0,60.83,27826,41388,2333,3965,93,88506,12201,11617,11787,11530,10725,10230,9938,10478,309,304,364,296,328,258,230,195,159,220,189,191,251,157,162,118,97522,45151,54990,83858,782,8151,0,7668,16031,519,470,3296,0,226,1101,0,358,537,0,0,0,0,0,1659,1053,1149,1021,925,682,613,749,1333,491,576,235,51017,31253,23856,15165,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2108,BALASORE                                          ,137929,127557,0,17385,0,711,20714,0,2695,5160,0,14328,0,2675,13142,0,130671,119503,0,16864,0,711,17912,0,2380,3803,0,14200,0,698,12343,0,58818,55668,50671,49581,48664,48509,47233,37409,53603,54096,51754,47290,46745,43311,47179,5415,56301,52593,51988,49205,45792,42449,42888,42790,50829,53296,50533,49478,47146,42556,41666,39298,44524,47384,48597,46097,45780,42443,39991,36807,57159,28532,27997,14159,44410,21814,14288,6829,0,0,102.43,0,0,85.67,0,0,85.11,0,0,62.49,71272,66120,0,15604,0,172021,21958,22961,23616,22495,22459,20805,19563,18164,363,663,680,739,754,664,589,604,281,406,508,509,546,500,423,414,193080,86987,141884,133436,0,32152,0,3610,33056,160,401,0,26,0,535,0,591,20,0,0,0,0,0,2227,1793,1729,1612,1539,1271,1148,604,7649,4243,3770,2145,93387,57072,45436,28069,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2101,BARGARH                                           ,52274,88546,665,9502,0,8273,10699,0,667,5572,324,2637,0,8660,7015,0,49531,84420,665,9405,0,8273,8546,0,320,4702,0,2556,0,3856,6892,0,24417,24650,24867,25193,26450,26516,30282,23148,24928,22762,23450,23866,24301,24231,31375,6451,26628,24979,23250,23998,24640,23760,29751,25036,25809,26735,25419,23667,24593,24602,24150,28530,26285,26125,26845,25384,23921,24778,24531,24019,29100,15599,14164,7646,30275,15124,17192,8386,0,0,110.42,0,0,95.6,0,0,158.59,0,0,120.17,26509,48892,421,5631,0,98430,12826,12714,13011,12430,11633,12192,11949,11675,242,276,261,224,210,179,197,125,150,204,181,162,149,119,127,117,184653,92178,52653,92440,0,11854,0,11717,17182,917,1402,989,0,0,4381,0,254,0,0,36,0,1090,31,365,266,270,246,245,225,196,287,185,168,81,70,60597,36233,29408,17789,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2109,BHADRAK                                           ,85774,97049,0,9134,0,2985,17464,0,3594,6296,0,6169,0,5884,8040,0,78715,89429,0,8723,0,2258,14642,0,3129,4331,0,5723,0,2577,7828,0,37930,36368,36671,36025,34840,32090,32069,26957,35104,36100,35136,34653,34395,30270,31435,5264,35941,34912,35353,34030,34047,30491,30019,29350,33069,33988,33000,32728,31971,30194,29451,28537,31421,32512,33247,31982,31750,29071,29797,28042,41734,21551,20393,10889,7236,3342,2210,1019,0,0,115.42,0,0,95.01,0,0,97.79,0,0,71.53,44829,51659,0,7714,0,121322,14990,15637,16114,15727,15596,14319,14807,14132,336,501,627,560,552,355,382,247,233,377,447,404,373,242,275,193,136328,65433,77242,95710,0,13710,0,4189,23020,342,1519,0,0,0,2670,112,2385,694,0,0,0,0,16,522,300,253,204,219,294,285,415,12694,5293,6247,2815,67276,41594,32894,20624,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2124,BOLANGIR                                          ,81119,122379,982,10016,227,13470,11179,0,1784,5542,939,628,0,10468,8032,0,76135,115174,398,9970,227,13388,8273,0,997,3765,0,613,0,2362,7883,0,41836,37004,33633,33567,30420,28909,32046,21598,39765,37300,35114,32405,32172,27866,31068,8254,41026,35985,35402,33572,30802,29061,29688,26144,40384,37670,34683,33631,32250,28378,28162,28307,37855,39261,37321,34226,33272,30460,27514,27323,35743,16293,17507,8009,45073,22057,18520,9011,0,0,114.84,0,0,88.34,0,0,94.69,0,0,65.62,40752,63098,853,5210,85,130163,18295,19250,18131,16813,16206,14831,13479,13158,355,459,450,430,394,290,264,172,219,330,340,274,254,203,171,98,150012,63356,82598,125656,939,10676,0,18100,18912,317,657,982,0,227,5046,0,73,154,0,0,0,517,162,2015,1274,1071,914,800,524,353,670,452,195,174,100,88519,43737,43310,21228,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2122,BOUDH                                             ,22894,39266,104,3071,0,3562,2664,0,435,1534,0,88,0,867,1984,0,22537,37933,104,2928,0,2859,2664,0,435,1238,0,88,0,211,1942,0,10172,10816,10926,11128,10949,9927,10127,6579,10534,9914,10651,10813,10773,9471,9753,1470,10266,9713,9368,10235,10449,9426,9271,9686,10393,9780,9224,9218,9915,9683,9335,9982,10851,9950,9521,9097,8964,9421,9644,9484,12878,7183,6438,3562,7110,3536,3711,1898,0,0,105.71,0,0,93.83,0,0,85.95,0,0,69.76,11635,20482,39,1439,0,38020,5371,4888,4772,4456,4344,4653,4825,4711,93,149,139,131,146,97,120,69,96,99,122,120,86,67,81,53,39339,21226,23107,40597,0,3159,0,3070,3907,135,0,104,0,0,0,592,82,160,0,0,0,0,0,469,381,306,318,330,150,159,119,78,17,25,11,26657,16825,13027,8339,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2112,CUTTACK                                           ,83605,100385,1363,10636,217,10557,25247,0,2222,6209,439,4502,0,8262,8717,0,70141,87488,0,9016,217,7447,19614,0,519,2605,0,4289,0,916,7723,0,37972,40097,39114,40571,40895,40177,40988,34445,35864,37295,38989,37881,39551,35615,38427,9647,39923,39377,40421,40779,40038,37306,36912,36352,40396,42711,41970,42544,43154,39534,39920,37363,37110,37339,39088,38081,38628,36899,36051,35703,43019,23614,21304,11667,14720,6970,5198,2516,0,0,93.12,0,0,82.08,0,0,76,0,0,56.26,46426,61034,946,7645,85,146177,17988,18215,18991,18636,18958,18127,17550,17712,346,439,489,490,517,478,390,289,199,289,366,336,379,328,304,219,155270,74470,27296,55131,0,4221,0,14570,20120,419,79,439,0,217,1614,0,170,0,1160,0,0,406,0,1239,992,902,806,830,585,516,266,10800,5598,5401,2890,74150,47829,36088,23521,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2104,DEOGARH                                           ,17905,20845,0,2516,0,759,2450,0,351,544,0,961,0,729,2390,0,16669,20575,0,2355,0,759,2069,0,351,0,0,961,0,0,2390,0,8758,7308,7042,6857,7238,6593,5962,4367,8650,7333,6855,6593,6474,6476,7358,535,8519,7239,6919,6565,6488,5945,6501,6539,8122,7404,6794,6517,6294,6089,5621,5920,6922,7277,7102,6554,6143,5838,5763,5318,6258,3268,3025,1598,15221,7542,6256,3179,0,0,112.47,0,0,88.89,0,0,99.06,0,0,71.85,8941,11079,0,1754,0,24869,3317,3498,3421,3193,3051,2895,2858,2636,89,97,109,121,93,96,97,34,71,89,85,89,76,78,71,22,29944,13675,17657,21185,0,3394,0,1488,4633,0,585,0,0,0,0,27,52,0,0,0,0,0,0,523,268,191,164,153,144,146,35,50,25,22,16,11629,6930,5529,3381,,,,,,,,,,,,,,,,
21,ORISSA                                            ,2114,DHENKANAL                                         ,50715,66952,780,7373,230,2813,10521,0,1343,9720,101,3823,0,1931,5839,0,48358,62395,0,7244,230,2752,8906,0,923,6223,101,3797,0,24,5768,0,23421,23836,22396,22603,22381,22102,25967,17836,22456,21917,22855,21958,22306,20346,22993,3393,23535,22597,22220,22945,22142,20658,21490,20816,20691,22210,21265,20515,21511,20267,19796,20485,21105,20008,21996,21043,20501,20454,19856,19316,23831,13216,11590,6492,22894,11356,10054,5204,0,0,100.71,0,0,89.6,0,0,80.63,0,0,62.2,25685,36955,388,5421,82,78610,9952,9239,10615,9984,9860,10062,9530,9368,172,307,387,345,296,279,272,212,137,241,245,236,218,203,217,115,83787,41389,50707,72863,101,10849,0,2837,14764,127,405,780,0,230,1579,0,492,105,0,0,0,0,75,369,305,294,244,245,221,213,115,427,276,199,152,44578,29457,20690,14088,,,,,,,,,,,,,,,,
